Role,Index,Pose Index,Structure,Protein,MW(Molecular Weight) Unit Dalton,#Atoms,SlogP,TPSA,Flexibility,#RB,LF Rank Score,LF dG,LF VSscore,LF LE,tPSA,Hacc,Hdon,logSw,Library,MW_FREE
chembridge-fragment-library-part2-cl-2024-06,50,1,O=C(N1CCC[C@@H]1c2cnccc2)Cc3cc[nH]n3,6TBE_P,256.3,19,1.7,61.9,2.8,4,-3.773,-5.416,-6.284,-0.285,6.19E+01,3,1,-1.14E+00,1101,CORE
chembridge-fragment-library-part1-exp-2024-06,2678,1,Nc1ccnc2c(OC)cccc12,6TBE_P,174.2,13,1.8,48.1,0.5,1,-3.772,-4.782,-5.681,-0.368,4.81E+01,2,1,-1.35E+00,ExpressPick,1.74E+02
chembridge-fragment-library-part1-exp-2024-06,9652,1,Brc1cc(Cl)ccc1NCC(=O)NN,6TBE_P,278.5,14,1.6,67.2,3.3,4,-3.772,-6.317,-7.173,-0.451,6.72E+01,1,3,-2.85E+00,ExpressPick,2.79E+02
chembridge-fragment-library-part1-exp-2024-06,24610,1,Clc1ccc(OC)c(NC(=O)NCc2ccncc2)c1,6TBE_P,291.7,20,3.1,63.2,3.3,6,-3.772,-5.554,-6.383,-0.278,6.32E+01,3,2,-2.09E+00,ExpressPick,2.92E+02
chembridge-fragment-library-part2-cl-2024-06,380,1,O=C(N[C@@H]1CN2C[C@@H](OC[C@@H]2C1)C3CC3)c4c[nH]cc4,6TBE_P,275.3,20,1,57.4,2.5,3,-3.772,-6.61,-7.501,-0.33,5.74E+01,3,2,-2.45E+00,1205,CORE
chembridge-fragment-library-part2-cl-2024-06,2872,1,O=C(NCCc1ccnn1C)C2=CNC(=O)N2,6TBE_P,235.2,17,-0.8,88,3.3,4,-3.772,-4.862,-8.022,-0.286,9.56E+01,3,3,-2.00E+00,1101,CORE
chembridge-fragment-library-part2-cl-2024-06,6213,1,O=C(N[C@H](c1[nH]cc(n1)C)C)c2cc(nc(c2)C)C,6TBE_P,258.3,19,2.2,70.7,2.3,3,-3.772,-5.956,-6.833,-0.313,7.07E+01,3,2,-1.84E+00,1101,CORE
chembridge-fragment-library-part2-cl-2024-06,6877,1,Nc1c(-c2cnc(N)cc2)cc(OC)c(n1)C,6TBE_P,230.3,17,1.6,87.1,0.7,2,-3.772,-5.776,-6.527,-0.34,8.71E+01,3,2,-2.41E+00,1109,CORE
chembridge-fragment-library-part1-exp-2024-06,658,1,NCC[C@@H](c1ccccc1)C,6TBE_P,149.2,11,2.1,26,4,4,-3.771,-4.729,-5.774,-0.43,2.60E+01,1,1,-1.17E+00,ExpressPick,1.49E+02
chembridge-fragment-library-part1-exp-2024-06,2462,1,Nc1nnc(o1)-c2ccc(cc2C)C,6TBE_P,189.2,14,1.4,64.9,0,1,-3.771,-5.236,-5.87,-0.374,6.49E+01,3,1,-1.75E+00,ExpressPick,1.89E+02
chembridge-fragment-library-part1-exp-2024-06,25952,1,O=C(NC1CCN(CC1)CCC)c2cnccc2,6TBE_P,247.3,18,1.7,45.2,4.2,4,-3.771,-5.92,-6.685,-0.329,4.52E+01,3,1,-2.05E+00,ExpressPick,2.47E+02
chembridge-fragment-library-part2-cl-2024-06,478,1,FC1(F)[C@H](C1)CC(=O)NC2CNC2,6TBE_P,190.2,13,0.1,41.1,3,3,-3.771,-4.733,-5.302,-0.364,4.11E+01,2,2,-4.47E-01,1101,CORE
chembridge-fragment-library-part2-cl-2024-06,8394,1,N#Cc1c(ncc2c1CCC2)C,6TBE_P,158.2,12,1.8,36.7,0.2,0,-3.771,-4.697,-5.382,-0.391,3.67E+01,2,0,-2.40E+00,1100,CORE
chembridge-fragment-library-part1-exp-2024-06,596,1,NCCc1nc2ccc(c(c2[nH]1)C)C,6TBE_P,189.3,14,1.7,54.7,3,3,-3.77,-5.466,-6.379,-0.39,5.47E+01,2,2,-8.89E-01,ExpressPick,1.89E+02
chembridge-fragment-library-part1-exp-2024-06,4256,1,O=C1NN=C2N=C(C=C(N12)C)C,6TBE_P,164.2,12,0.6,57.1,0,0,-3.77,-3.672,-6.671,-0.306,6.31E+01,3,1,-1.39E+00,ExpressPick,1.64E+02
chembridge-fragment-library-part1-exp-2024-06,7340,1,O=C1C(=C(N)C=CN1c2ccc(cc2)C)C#N,6TBE_P,225.2,17,1.4,70.1,0.3,1,-3.77,-5.486,-6.372,-0.323,7.18E+01,2,1,-1.87E+00,ExpressPick,2.25E+02
chembridge-fragment-library-part1-exp-2024-06,10018,1,Fc1ccc(C(=O)N/C(=C/C(OC)=O)C)cc1,6TBE_P,237.2,17,1.8,55.4,0.8,3,-3.77,-4.671,-5.974,-0.275,5.54E+01,3,1,-2.69E+00,ExpressPick,2.37E+02
chembridge-fragment-library-part1-exp-2024-06,13202,1,O=C1N(C(=O)C=C(NCc2ccccc2)N1C)C,6TBE_P,245.3,18,1.1,52.7,2.3,3,-3.77,-5.204,-6.047,-0.289,5.60E+01,2,1,-2.25E+00,ExpressPick,2.45E+02
chembridge-fragment-library-part1-exp-2024-06,23128,1,O=C1C2=C(Nc3nc(nn31)C)CCCC2,6TBE_P,204.2,15,1.5,59.8,0.5,0,-3.77,-4.953,-5.529,-0.33,6.31E+01,3,1,-4.77E-01,ExpressPick,2.04E+02
chembridge-fragment-library-part1-exp-2024-06,9556,1,Brc1cccc(c1)C(=O)N/N=C/c2ccncc2,6TBE_P,304.1,18,2.7,54.3,1,3,-3.769,-5.566,-6.28,-0.309,5.44E+01,3,1,-1.95E+00,ExpressPick,3.04E+02
chembridge-fragment-library-part1-exp-2024-06,15436,1,O=C(NCc1ccccn1)Nc2ccc(OC)cc2,6TBE_P,257.3,19,2.4,63.2,3.3,6,-3.769,-5.577,-6.532,-0.294,6.32E+01,3,2,-1.03E+00,ExpressPick,2.57E+02
chembridge-fragment-library-part1-exp-2024-06,4958,1,O=C1NN=Cc2cc(nn12)C,6TBE_P,150.1,11,-0.3,59.3,0,0,-3.768,-3.973,-4.479,-0.361,6.31E+01,3,1,-1.00E+00,ExpressPick,1.50E+02
chembridge-fragment-library-part1-exp-2024-06,6516,1,O=C(N[C@@H](Cc1c[nH]c2ccccc21)C)N,6TBE_P,217.3,16,1.8,70.9,3.3,4,-3.768,-5.906,-6.926,-0.369,7.09E+01,1,3,-1.72E+00,ExpressPick,2.17E+02
chembridge-fragment-library-part1-exp-2024-06,10048,1,Clc1cccc(NCc2ccncc2)c1,6TBE_P,218.7,15,3.4,24.9,2.3,3,-3.768,-5.809,-6.429,-0.387,2.49E+01,1,1,-1.72E+00,ExpressPick,2.19E+02
chembridge-fragment-library-part1-exp-2024-06,20704,1,Clc1ccc(C(=O)N(CC)CC)c(F)c1F,6TBE_P,247.7,16,3.7,20.3,2.5,4,-3.768,-5.709,-6.286,-0.357,2.03E+01,1,0,-3.32E+00,ExpressPick,2.48E+02
chembridge-fragment-library-part2-cl-2024-06,978,1,O=C(NCc1cnc(C)cn1)c2cnsc2,6TBE_P,234.3,16,1.2,67.8,2.3,3,-3.768,-5.472,-6.002,-0.342,6.78E+01,4,1,-1.79E+00,1101,CORE
chembridge-fragment-library-part2-cl-2024-06,6405,1,Nc1ccc(-c2cnc3c(OC)nccn32)cc1,6TBE_P,240.3,18,2,65.4,0.5,2,-3.768,-4.669,-5.637,-0.259,6.54E+01,3,1,-1.58E+00,1218,CORE
chembridge-fragment-library-part1-exp-2024-06,6430,1,O=C1C(N)=Cc2ccccc2O1,6TBE_P,161.2,12,0.9,52.3,0,0,-3.767,-4.505,-5.36,-0.375,5.62E+01,2,1,-4.54E-01,ExpressPick,1.61E+02
chembridge-fragment-library-part1-exp-2024-06,6880,1,O=C(Nc1nc[nH]n1)c2ccccc2,6TBE_P,188.2,14,1.1,70.7,0.5,2,-3.767,-4.328,-5.254,-0.309,7.07E+01,3,2,-1.52E+00,ExpressPick,1.88E+02
chembridge-fragment-library-part1-exp-2024-06,9244,1,Nc1nnc(s1)CCCCC,6TBE_P,171.3,11,1.9,51.8,4,4,-3.767,-5.187,-5.244,-0.472,5.18E+01,2,1,-2.11E+00,ExpressPick,1.71E+02
chembridge-fragment-library-part1-exp-2024-06,16398,1,O=C(Nc1ccccc1-c2ccccc2)C,6TBE_P,211.3,16,3.3,29.1,0.4,2,-3.767,-4.938,-5.779,-0.309,2.91E+01,1,1,-2.46E+00,ExpressPick,2.11E+02
chembridge-fragment-library-part1-exp-2024-06,21592,1,Brc1ccc2c(c1)C=C(C(=O)N3CCCC3)C(O2)=O,6TBE_P,322.2,19,2.4,46.6,1,2,-3.767,-5.626,-6.305,-0.296,5.05E+01,3,0,-2.98E+00,ExpressPick,3.22E+02
chembridge-fragment-library-part1-exp-2024-06,27134,1,Nc1cc(nc(N2CCCCC2)n1)N,6TBE_P,193.3,14,0.6,81.1,1.2,1,-3.767,-5.478,-6.189,-0.391,8.11E+01,2,2,-2.12E+00,ExpressPick,1.93E+02
chembridge-fragment-library-part2-cl-2024-06,648,1,Cc1c(c2c(CCCC2)cn1)-c3nn[nH]n3,6TBE_P,215.3,16,1.4,67.3,0.5,1,-3.767,-5.367,-5.932,-0.335,6.73E+01,4,1,-3.09E+00,1100,CORE
chembridge-fragment-library-part2-cl-2024-06,1420,1,O=C(N1CC2(CN(C2)C)C1)c3c4ccccc4[nH]n3,6TBE_P,256.3,19,1,52.2,0.5,2,-3.767,-5.492,-6.117,-0.289,5.22E+01,3,1,-2.20E+00,1104,CORE
chembridge-fragment-library-part2-cl-2024-06,6523,1,O=C(N[C@H]1COCC1)c2cn3c(n2)CCNCC3,6TBE_P,250.3,18,-0.5,68.2,3.3,2,-3.767,-6.216,-6.95,-0.345,6.82E+01,4,2,-1.24E+00,1214,CORE
chembridge-fragment-library-part1-exp-2024-06,698,1,O=C1CNCCN1Cc2ccc(c(c2)C)C,6TBE_P,218.3,16,1.2,32.3,2.6,2,-3.766,-5.727,-6.326,-0.358,3.23E+01,2,1,-1.95E+00,ExpressPick,2.18E+02
chembridge-fragment-library-part1-exp-2024-06,10916,1,Clc1cccc(CNC2CCN(CC2)C)c1,6TBE_P,238.8,16,2.6,15.3,4,3,-3.766,-6.78,-7.247,-0.424,1.53E+01,2,1,-1.90E+00,ExpressPick,2.39E+02
chembridge-fragment-library-part1-exp-2024-06,11404,1,Brc1ccc(cc1)/C=N/NC(=O)C=2C=CC(=O)N(C2)C,6TBE_P,334.2,20,1.7,61.8,1,3,-3.766,-5.565,-6.525,-0.278,6.35E+01,3,1,-3.10E+00,ExpressPick,3.34E+02
chembridge-fragment-library-part1-exp-2024-06,18060,1,Brc1ccc(N2C(=O)[C@H]3CC=CC[C@@H]3C2=O)c4c1cccn4,6TBE_P,357.2,22,3.4,50.3,0.7,1,-3.766,-5.595,-6.351,-0.254,5.03E+01,3,0,-3.90E+00,ExpressPick,3.57E+02
chembridge-fragment-library-part2-cl-2024-06,2924,1,Clc1ccc(o1)-c2nccn2Cc3cnc(cc3C)C,6TBE_P,287.7,20,3.3,43.8,2.1,3,-3.766,-5.567,-6.35,-0.278,4.38E+01,3,0,-2.08E+00,1105,CORE
chembridge-fragment-library-part2-cl-2024-06,5892,1,O=C1CC[C@@H](n2ccnc2-c3ccco3)CN1C,6TBE_P,245.3,18,1.4,51.3,0.7,2,-3.766,-5.048,-5.545,-0.28,5.13E+01,3,0,-2.21E+00,1105,CORE
chembridge-fragment-library-part2-cl-2024-06,6028,1,O=C1C[C@H]2CN(C[C@H]2N1)Cc3c(OC)nccc3,6TBE_P,247.3,18,0.4,54.5,3.2,3,-3.766,-5.545,-8.44,-0.308,5.45E+01,4,1,-1.57E+00,1104,CORE
chembridge-fragment-library-part2-cl-2024-06,7957,1,COc1ccc([C@@H]2[C@H]3CNC[C@H]3CN2)cc1,6TBE_P,218.3,16,1.2,33.3,1.4,2,-3.766,-5.891,-6.455,-0.368,3.33E+01,3,2,-8.44E-01,1222,CORE
chembridge-fragment-library-part1-exp-2024-06,40,1,NNc1ccc(nn1)-c2ccccc2,6TBE_P,186.2,14,1.4,63.8,1.4,3,-3.765,-4.795,-5.759,-0.343,6.38E+01,2,2,-6.25E-01,ExpressPick,1.86E+02
chembridge-fragment-library-part1-exp-2024-06,532,1,NCCCc1cnccc1,6TBE_P,136.2,10,1,38.9,4,4,-3.765,-5.027,-5.819,-0.503,3.89E+01,2,1,8.66E-01,ExpressPick,1.36E+02
chembridge-fragment-library-part1-exp-2024-06,570,1,N[C@@H](c1ccc(c(c1)C)C)C,6TBE_P,149.2,11,2.3,26,2,2,-3.765,-5.284,-6.126,-0.48,2.60E+01,1,1,-1.29E+00,ExpressPick,1.49E+02
chembridge-fragment-library-part1-exp-2024-06,1028,1,NCCCn1c2ccccc2cn1,6TBE_P,175.2,13,1.4,43.8,4,4,-3.765,-4.688,-5.838,-0.361,4.38E+01,2,1,-5.78E-01,ExpressPick,1.75E+02
chembridge-fragment-library-part1-exp-2024-06,2982,1,NCc1nc2cc(OC)ccc2o1,6TBE_P,178.2,13,0.7,61.3,2.5,3,-3.765,-4.884,-5.704,-0.376,6.13E+01,4,1,-1.16E+00,ExpressPick,1.78E+02
chembridge-fragment-library-part1-exp-2024-06,7100,1,O=S1(=O)C=C[C@H](Nc2cccc(c2)C)C1,6TBE_P,223.3,15,1.6,46.2,1.3,2,-3.765,-5.526,-6.249,-0.368,4.62E+01,2,1,-1.57E+00,ExpressPick,2.23E+02
chembridge-fragment-library-part1-exp-2024-06,13064,1,O=C1C(=CC=2COC(CC2N1)(C)C)C#N,6TBE_P,204.2,15,0.9,62.1,0.5,0,-3.765,-5.111,-5.726,-0.341,6.59E+01,3,1,-2.12E+00,ExpressPick,2.04E+02
chembridge-fragment-library-part2-cl-2024-06,418,1,O=C(N1CC(C1)c2ccncc2)Cc3cc[nH]n3,6TBE_P,242.3,18,1,61.9,2.3,4,-3.765,-5.197,-5.878,-0.289,6.19E+01,3,1,-6.11E-01,1101,CORE
chembridge-fragment-library-part2-cl-2024-06,1250,1,Cn1ccc(n1)-c2nccn2C3Cc4ccccc4C3,6TBE_P,264.3,20,2.6,35.6,0.4,2,-3.765,-4.741,-5.788,-0.237,3.56E+01,2,0,-2.46E+00,1105,CORE
chembridge-fragment-library-part2-cl-2024-06,1590,1,n12ccccc2ncc1Cn3ccnc3-c4ccncc4,6TBE_P,275.3,21,2.6,48,2,3,-3.765,-4.977,-5.932,-0.237,4.80E+01,3,0,-2.19E+00,1105,CORE
chembridge-fragment-library-part2-cl-2024-06,3008,1,F[C@H]1[C@H](O)CN(C1)C(=O)c2c3ccccc3n(c2)C,6TBE_P,262.3,19,1.7,45.5,2,3,-3.765,-3.357,-4.623,-0.177,4.55E+01,2,1,-2.14E+00,1101,CORE
chembridge-fragment-library-part2-cl-2024-06,6134,1,O=C(N1C[C@H]2CCCN2C[C@H]1C)c3cccc4nnnn43,6TBE_P,286.3,21,0.4,66.6,1.8,2,-3.765,-5.263,-6.054,-0.251,6.66E+01,5,0,-2.22E+00,1101,CORE
chembridge-fragment-library-part2-cl-2024-06,6883,1,O=C(N[C@@H]1CN2C[C@H](OC[C@@H]2C1)C)c3ccc[nH]3,6TBE_P,249.3,18,0.6,57.4,2.5,2,-3.765,-6.117,-6.693,-0.34,5.74E+01,3,2,-1.40E+00,1205,CORE
chembridge-fragment-library-part2-cl-2024-06,7307,1,O1CC[C@H](n2ccnc2-c3nc4ccccc4[nH]3)C1,6TBE_P,254.3,19,2.4,55.7,0.7,2,-3.765,-5.175,-6.069,-0.272,5.57E+01,3,1,-2.76E+00,1105,CORE
chembridge-fragment-library-part1-exp-2024-06,3346,1,Clc1ccc(N)c2cccnc12,6TBE_P,178.6,12,2.5,38.9,0,0,-3.764,-4.642,-5.431,-0.387,3.89E+01,1,1,-2.48E+00,ExpressPick,1.79E+02
chembridge-fragment-library-part1-exp-2024-06,3810,1,Nc1nccc(n1)-c2ccccc2,6TBE_P,171.2,13,1.7,51.8,0.2,1,-3.764,-4.669,-5.564,-0.359,5.18E+01,2,1,-1.97E+00,ExpressPick,1.71E+02
chembridge-fragment-library-part1-exp-2024-06,4484,1,OC1CCS(=O)(=O)CC1,6TBE_P,150.2,9,-0.1,54.4,1.6,1,-3.764,-4.168,-4.587,-0.463,5.44E+01,3,1,8.23E-01,ExpressPick,1.50E+02
chembridge-fragment-library-part1-exp-2024-06,23842,1,Brc1c(c2c(o1)ccc(CC)c2)CC(=O)N,6TBE_P,282.1,16,2.3,56.2,3,3,-3.764,-6.6,-9.326,-0.412,5.62E+01,2,1,-3.74E+00,ExpressPick,2.82E+02
chembridge-fragment-library-part2-cl-2024-06,7167,1,O=C(N1CC=CC1)CN2Cc3ccccc3C2,6TBE_P,228.3,17,1.3,23.5,2.4,3,-3.764,-4.909,-5.666,-0.289,2.36E+01,2,0,-2.28E+00,1101,CORE
chembridge-fragment-library-part1-exp-2024-06,1084,1,CNCCc1nc2ccccc2[nH]1,6TBE_P,175.2,13,1.3,40.7,3,3,-3.763,-5.268,-6.007,-0.405,4.07E+01,2,2,1.90E-01,ExpressPick,1.75E+02
chembridge-fragment-library-part1-exp-2024-06,1650,1,NCc1nc(no1)-c2ccc(cc2)C,6TBE_P,189.2,14,0.9,64.9,2,3,-3.763,-5.478,-6.265,-0.391,6.49E+01,4,1,-3.93E-01,ExpressPick,1.89E+02
chembridge-fragment-library-part1-exp-2024-06,8670,1,O=C(Nc1ccccc1)NNC(OC)=O,6TBE_P,209.2,15,1.1,79.5,2.3,6,-3.763,-4.761,-5.509,-0.317,7.95E+01,3,3,-2.27E+00,ExpressPick,2.09E+02
chembridge-fragment-library-part2-cl-2024-06,5126,1,n12c(nnc1CCC2)Cn3ccnc3[C@H]4CC=CCC4,6TBE_P,269.3,20,2.1,48.5,2.8,3,-3.763,-5.82,-6.459,-0.291,4.85E+01,3,0,-2.07E+00,1105,CORE
chembridge-fragment-library-part1-exp-2024-06,2046,1,NCCOc1cccc2ccccc12,6TBE_P,187.2,14,2.2,35.3,3.5,4,-3.762,-5.096,-6.053,-0.364,3.53E+01,2,1,-1.64E+00,ExpressPick,1.87E+02
chembridge-fragment-library-part1-exp-2024-06,4830,1,O[C@@H]1[C@@H](O)C[C@@H]2CNC[C@@H]2C1,6TBE_P,157.2,11,0.1,52.5,3.3,2,-3.762,-5.221,-5.154,-0.475,5.25E+01,3,3,8.04E-01,ExpressPick,1.57E+02
chembridge-fragment-library-part1-exp-2024-06,8128,1,O=C(Nc1ccc(cn1)C)c2ccco2,6TBE_P,202.2,15,1.7,55.1,0.5,2,-3.762,-4.852,-5.772,-0.323,5.51E+01,3,1,-2.09E+00,ExpressPick,2.02E+02
chembridge-fragment-library-part1-exp-2024-06,17236,1,Fc1ccccc1C(=O)N(CCCC)CC,6TBE_P,223.3,16,3.4,20.3,4.5,6,-3.762,-4.273,-5.184,-0.267,2.03E+01,1,0,-3.34E+00,ExpressPick,2.23E+02
chembridge-fragment-library-part1-exp-2024-06,22456,1,O=C1c2ccccc2C(=O)N1CCc3ccccn3,6TBE_P,252.3,19,1.9,50.3,3,3,-3.762,-4.798,-5.673,-0.253,5.03E+01,3,0,-1.55E+00,ExpressPick,2.52E+02
chembridge-fragment-library-part1-exp-2024-06,25616,1,Brc1cnc(NC(=O)C2CCCC2)cc1,6TBE_P,269.1,15,3,42,1.8,2,-3.762,-5.441,-6.333,-0.363,4.20E+01,2,1,-3.68E+00,ExpressPick,2.69E+02
chembridge-fragment-library-part2-cl-2024-06,2478,1,O=C(N1CCC[C@@]2(C1)COCC2)C3=CNC(=O)N3,6TBE_P,251.3,18,0.1,70.7,2,2,-3.762,-5.715,-8.924,-0.317,7.82E+01,3,2,-1.46E+00,1101,CORE
chembridge-fragment-library-part1-exp-2024-06,10194,1,Cc1ccc(N2CCN(CC2)Cc3ccccn3)cc1,6TBE_P,267.4,20,2.7,19.4,3.2,3,-3.761,-5.274,-5.958,-0.264,1.94E+01,2,0,-8.15E-01,ExpressPick,2.67E+02
chembridge-fragment-library-part1-exp-2024-06,10698,1,Brc1ccc(CN2CCOCC2)cc1,6TBE_P,256.1,14,2.4,12.5,3,2,-3.761,-6.113,-6.207,-0.437,1.25E+01,2,0,-2.41E+00,ExpressPick,2.56E+02
chembridge-fragment-library-part1-exp-2024-06,11290,1,Brc1c(OC)ccc(C(=O)Nc2ccccn2)c1,6TBE_P,307.1,18,3.2,51.2,1,3,-3.761,-5.552,-6.35,-0.308,5.12E+01,3,1,-3.81E+00,ExpressPick,3.07E+02
chembridge-fragment-library-part2-cl-2024-06,1546,1,O=C1CO[C@@H]2CN(CC[C@@]2(N1)c3ccccc3)CC,6TBE_P,260.3,19,1.1,41.6,2.6,2,-3.761,-5.938,-6.602,-0.313,4.16E+01,3,1,-1.78E+00,1224,CORE
chembridge-fragment-library-part2-cl-2024-06,3700,1,CC1(n2ccnc2-c3cnccc3)CCNCC1,6TBE_P,242.3,18,2,42.7,1,2,-3.761,-5.007,-5.702,-0.278,4.27E+01,3,1,-9.59E-01,1105,CORE
chembridge-fragment-library-part2-cl-2024-06,8542,1,O=C(NCc1cnc(C)cn1)c2ccns2,6TBE_P,234.3,16,1.2,67.8,2.3,3,-3.761,-5.976,-6.561,-0.374,6.78E+01,4,1,-1.79E+00,1101,CORE
chembridge-fragment-library-part1-exp-2024-06,3604,1,O=C1[C@H](Oc2ccc(N)cc2N1C)C,6TBE_P,192.2,14,1,55.6,0.2,0,-3.76,-5.076,-5.752,-0.363,5.56E+01,2,1,-1.05E+00,ExpressPick,1.92E+02
chembridge-fragment-library-part1-exp-2024-06,5062,1,FC(F)(F)c1nnc(s1)CCN,6TBE_P,197.2,12,1.1,51.8,3,4,-3.76,-4.779,-6.287,-0.398,5.18E+01,3,1,7.05E-01,ExpressPick,1.97E+02
chembridge-fragment-library-part1-exp-2024-06,10518,1,N1(C[C@H]2CC=CCC2)CCN(CC1)c3ncccn3,6TBE_P,258.4,19,1.8,32.3,3.7,3,-3.76,-5.901,-6.272,-0.311,3.23E+01,3,0,-2.10E+00,ExpressPick,2.58E+02
chembridge-fragment-library-part1-exp-2024-06,14418,1,Brc1ccc(cc1)/C=N/NC2=NC(=CC(=O)N2)C,6TBE_P,307.1,18,1.8,65.8,1,3,-3.76,-5.507,-6.478,-0.306,7.01E+01,3,2,-3.46E+00,ExpressPick,3.07E+02
chembridge-fragment-library-part1-exp-2024-06,16432,1,Clc1c(Cl)cccc1NC(=O)COC,6TBE_P,234.1,14,2.6,38.3,2.3,3,-3.76,-5.859,-6.384,-0.419,3.83E+01,2,1,-2.28E+00,ExpressPick,2.34E+02
chembridge-fragment-library-part2-cl-2024-06,4922,1,O=C(N[C@@H](C1=CCCCC1)C)C2=CC(=O)N(C)C=C2,6TBE_P,260.3,19,1.6,49.4,2.7,3,-3.76,-5.225,-6.495,-0.275,5.11E+01,2,1,-2.31E+00,1101,CORE
chembridge-fragment-library-part1-exp-2024-06,574,1,N[C@@H](c1c(C)ccc(c1)C)C,6TBE_P,149.2,11,2.3,26,2,2,-3.759,-4.861,-5.704,-0.442,2.60E+01,1,1,-1.29E+00,ExpressPick,1.49E+02
chembridge-fragment-library-part1-exp-2024-06,1558,1,N1Cc2cccnc2CC1,6TBE_P,134.2,10,0.7,24.9,0.5,0,-3.759,-3.796,-4.464,-0.38,2.49E+01,2,1,-2.56E+00,ExpressPick,1.34E+02
chembridge-fragment-library-part1-exp-2024-06,24348,1,O=C(NCc1ccncc1)Nc2cc(ccc2OC)C,6TBE_P,271.3,20,2.7,63.3,3.3,6,-3.759,-5.583,-6.665,-0.279,6.32E+01,3,2,-1.86E+00,ExpressPick,2.71E+02
chembridge-fragment-library-part1-exp-2024-06,25272,1,O=C1N(CC)C(=O)c2c(N1C)nc3n2cc(n3C)C,6TBE_P,261.3,19,1,62.8,1,1,-3.759,-4.216,-5.079,-0.222,6.62E+01,3,0,-2.09E+00,ExpressPick,2.61E+02
chembridge-fragment-library-part2-cl-2024-06,8230,1,O=C(N1C[C@@H]2CCC[C@@H]21)CCC=3C=CC(=O)NN3,6TBE_P,247.3,18,0.7,61.8,4.7,4,-3.759,-5.725,-8.744,-0.318,6.61E+01,3,1,-2.24E+00,1101,CORE
chembridge-fragment-library-part1-exp-2024-06,11742,1,O=C(NCC(OC)=O)c1ccc(cc1)C,6TBE_P,207.2,15,0.9,55.4,2.3,3,-3.758,-5.43,-6.313,-0.362,5.54E+01,3,1,-1.87E+00,ExpressPick,2.07E+02
chembridge-fragment-library-part1-exp-2024-06,13658,1,CC1(C[C@@H](NCc2ccccc2)CCO1)C,6TBE_P,219.3,16,2.7,21.3,4,3,-3.758,-5.968,-6.766,-0.373,2.13E+01,2,1,-2.36E+00,ExpressPick,2.19E+02
chembridge-fragment-library-part1-exp-2024-06,18718,1,O=C(NCc1ccccn1)c2ccc(o2)C,6TBE_P,216.2,16,1.3,55.1,2.3,3,-3.758,-5.222,-5.997,-0.326,5.51E+01,3,1,-3.32E-01,ExpressPick,2.16E+02
chembridge-fragment-library-part1-exp-2024-06,22742,1,Brc1ccc(C(=O)NCC(=O)N2CCOCC2)cc1,6TBE_P,327.2,19,1.1,58.6,3.5,4,-3.758,-5.943,-6.735,-0.313,5.86E+01,3,1,-2.97E+00,ExpressPick,3.27E+02
chembridge-fragment-library-part1-exp-2024-06,25530,1,Clc1cc(Cl)ccc1CC(=O)N,6TBE_P,204.1,12,2.1,43.1,2,2,-3.758,-5.895,-6.375,-0.491,4.31E+01,1,1,-2.30E+00,ExpressPick,2.04E+02
chembridge-fragment-library-part1-exp-2024-06,26492,1,O=C(NC)Nc1ccc(Cn2cncn2)cc1,6TBE_P,231.3,17,1.1,71.8,2.8,5,-3.758,-4.515,-5.336,-0.266,7.18E+01,3,2,-1.46E+00,ExpressPick,2.31E+02
chembridge-fragment-library-part2-cl-2024-06,7673,1,O=C(N[C@H]1C[C@H]2CO[C@H](CN2C1)C)Nc3ccccc3,6TBE_P,275.3,20,1.7,53.6,3,4,-3.758,-6.034,-6.848,-0.302,5.36E+01,3,2,-2.50E+00,1205,CORE
chembridge-fragment-library-part1-exp-2024-06,8130,1,Brc1ccc(o1)C(=O)Nc2ccccn2,6TBE_P,267.1,15,2.2,55.1,0.5,2,-3.757,-4.826,-5.594,-0.322,5.51E+01,3,1,-2.93E+00,ExpressPick,2.67E+02
chembridge-fragment-library-part1-exp-2024-06,10022,1,[O-][N+](=O)c1ccc(Cc2ccncc2)cc1,6TBE_P,214.2,16,2.5,58.7,2.3,3,-3.757,-5.101,-6.087,-0.319,5.60E+01,3,0,-1.95E+00,ExpressPick,2.14E+02
chembridge-fragment-library-part1-exp-2024-06,24798,1,O=C1[C@H](NC(=O)C)c2cccc(c2N1)C,6TBE_P,204.2,15,1.1,58.2,1,1,-3.757,-4.95,-5.743,-0.33,5.82E+01,2,2,-1.99E+00,ExpressPick,2.04E+02
chembridge-fragment-library-part1-exp-2024-06,25298,1,Brc1cccc(CNc2n[nH]cn2)c1,6TBE_P,253.1,14,2.3,53.6,2.3,3,-3.757,-5.563,-5.906,-0.397,5.36E+01,2,2,-3.31E+00,ExpressPick,2.53E+02
chembridge-fragment-library-part1-exp-2024-06,27478,1,O=C(N)c1cccc(CN2CCOCC2)c1,6TBE_P,220.3,16,0.6,55.6,3.2,3,-3.757,-6.294,-7.048,-0.393,5.56E+01,3,1,-1.15E+00,ExpressPick,2.20E+02
chembridge-fragment-library-part2-cl-2024-06,182,1,Cc1nc(n(n1)[C@H]2COCC2)-c3cn4c(n3)CCNCC4,6TBE_P,288.4,21,0.6,69.8,2.2,2,-3.757,-6.017,-6.757,-0.287,6.98E+01,5,1,-1.35E+00,1214,CORE
